scaffold.name	scaffold.length
NT_168855.1	6765
NT_168857.1	6763
NT_168856.1	6763
NT_168859.1	6760
NT_168924.1	6752
NT_168860.1	6728
NT_168861.1	6728
NT_168862.1	6721
NT_168863.1	6704
NT_168864.1	6686
NT_168865.1	6674
NT_168866.1	6667
NT_168867.1	6657
NT_168869.1	6653
NT_168868.1	6653
NT_168870.1	6653
NT_168871.1	6647
NT_168872.1	6646
NT_168873.1	6644
NT_168874.1	6644
NT_168876.1	6642
NT_168875.1	6634
NT_168877.1	6625
NT_168878.1	6613
NT_168879.1	6612
NT_168880.1	6611
NT_168927.1	6610
NT_168882.1	6586
NT_168883.1	6579
NT_168884.1	6572
NT_168885.1	6558
NT_168886.1	6535
NT_168887.1	6526
NT_168888.1	6519
NT_168889.1	6489
NT_168890.1	6487
NT_168892.1	6473
NT_168893.1	6467
NT_168894.1	6464
NT_168895.1	6459
NT_168896.1	6446
NT_168897.1	6422
NT_168944.1	6416
NT_168898.1	6398
NT_168899.1	6392
NT_168900.1	6371
NT_168901.1	6370
NT_168902.1	6355
NT_168903.1	6355
NT_168904.1	6342
NT_168905.1	6337
NT_168906.1	6333
NT_168907.1	6330
NT_168908.1	6320
NT_168909.1	6313
NT_168910.1	6312
NT_168911.1	6308
NT_169097.1	6307
NT_168912.1	6299
NT_168913.1	6294
NT_168915.1	6282
NT_168916.1	6276
NT_168917.1	6257
NT_168918.1	6250
NT_168919.1	6247
NT_168920.1	6246
NT_168921.1	6245
NT_168922.1	6225
NT_168923.1	6205
NT_168925.1	6192
NT_168926.1	6189
NT_168928.1	6156
NT_168929.1	6148
NT_168930.1	6146
NT_168968.1	6133
NT_169033.1	6132
NT_168931.1	6129
NT_168932.1	6127
NT_168958.1	6115
NT_168933.1	6114
NT_168934.1	6104
NT_168935.1	6100
NT_169084.1	6100
NT_168936.1	6098
NT_168937.1	6097
NT_168938.1	6088
NT_168939.1	6081
NT_168940.1	6075
NT_168941.1	6065
NT_168942.1	6063
NT_168943.1	6044
NT_168945.1	6037
NT_168946.1	6026
NT_168947.1	6025
NT_169042.1	6023
NT_168948.1	6020
NT_168949.1	6011
NT_169342.1	6001
NT_168950.1	5946
NT_168951.1	5944
NT_168952.1	5941
NT_168953.1	5937
NT_168955.1	5926
NT_168954.1	5926
NT_168956.1	5924
NT_168957.1	5920
NT_168959.1	5909
NT_168960.1	5905
NT_168961.1	5903
NT_168962.1	5895
NT_168963.1	5885
NT_168964.1	5882
NT_168965.1	5870
NT_168966.1	5868
NT_168967.1	5855
NT_168969.1	5815
NT_168970.1	5803
NT_168971.1	5799
NT_168972.1	5793
NT_168973.1	5791
NT_168974.1	5768
NT_169139.1	5749
NT_168975.1	5724
NT_168976.1	5720
NT_168977.1	5696
NT_168978.1	5683
NT_168979.1	5681
NT_168980.1	5673
NT_168982.1	5672
NT_168981.1	5672
NT_168983.1	5669
NT_168984.1	5668
NT_168985.1	5665
NT_168986.1	5657
NT_168987.1	5652
NT_168988.1	5648
NT_168989.1	5640
NT_168990.1	5627
NT_168991.1	5625
NT_168992.1	5595
NT_168993.1	5589
NT_168994.1	5586
NT_168995.1	5579
NT_168996.1	5576
NT_168997.1	5569
NT_168999.1	5568
NT_168998.1	5568
NT_169000.1	5566
NT_169001.1	5566
NT_169002.1	5554
NT_169003.1	5547
NT_169004.1	5541
NT_169005.1	5533
NT_169006.1	5521
NT_169007.1	5515
NT_169008.1	5514
NT_169009.1	5508
NT_169010.1	5498
NT_169011.1	5486
NT_169012.1	5480
NT_169013.1	5474
NT_169014.1	5471
NT_169015.1	5468
NT_169016.1	5455
NT_169017.1	5449
NT_169018.1	5440
NT_169019.1	5439
NT_169020.1	5437
NT_169021.1	5427
NT_169022.1	5426
NT_169023.1	5422
NT_169024.1	5416
NT_169025.1	5413
NT_169026.1	5412
NT_169027.1	5411
NT_169028.1	5397
NT_169029.1	5396
NT_169030.1	5395
NT_169032.1	5392
NT_169031.1	5392
NT_169078.1	5384
NT_169034.1	5382
NT_169035.1	5369
NT_169036.1	5363
NT_169037.1	5360
NT_169038.1	5358
NT_169039.1	5353
NT_169040.1	5352
NT_169041.1	5340
NT_169043.1	5326
NT_169044.1	5325
NT_169045.1	5318
NT_169046.1	5315
NT_169047.1	5310
NT_169048.1	5309
NT_169049.1	5302
NT_169050.1	5286
NT_169052.1	5279
NT_169051.1	5279
NT_169053.1	5275
NT_169054.1	5270
NT_169055.1	5262
NT_169056.1	5258
NT_169058.1	5258
NT_169057.1	5258
NT_169059.1	5253
NT_169060.1	5250
NT_169061.1	5249
NT_169062.1	5246
NT_169168.1	5246
NT_169065.1	5237
NT_169064.1	5237
NT_169063.1	5237
NT_169066.1	5235
NT_169068.1	5231
NT_169067.1	5231
NT_169069.1	5229
NT_169070.1	5228
NT_169071.1	5227
NT_169072.1	5225
NT_169073.1	5224
NT_169081.1	5198
NT_169074.1	5197
NT_169075.1	5195
NT_169076.1	5191
NT_169077.1	5190
NT_169079.1	5176
NT_169080.1	5171
NT_169082.1	5161
NT_169086.1	5160
NT_169083.1	5160
NT_169092.1	5146
NT_169087.1	5145
NT_169088.1	5144
NT_169089.1	5142
NT_169090.1	5138
NT_169091.1	5133
NT_169093.1	5120
NT_169431.1	5120
NT_169094.1	5107
NT_169095.1	5095
NT_169096.1	5084
NT_169098.1	5065
NT_169099.1	5059
NT_169100.1	5056
NT_169102.1	5044
NT_169101.1	5044
NT_169103.1	5016
NT_169104.1	5015
NT_169105.1	5012
NT_169106.1	5011
NT_169107.1	5009
NT_169108.1	5004
NT_169109.1	4999
NT_169110.1	4998
NT_169111.1	4979
NT_169112.1	4972
NT_169113.1	4968
NT_169114.1	4967
NT_169115.1	4967
NT_169116.1	4960
NT_169117.1	4955
NT_169118.1	4951
NT_169119.1	4949
NT_169120.1	4947
NT_169121.1	4943
NT_169122.1	4937
NT_169123.1	4925
NT_169124.1	4925
NT_169209.1	4909
NT_169148.1	4897
NT_169125.1	4890
NT_169127.1	4887
NT_169126.1	4887
NT_169128.1	4885
NT_169129.1	4879
NT_169130.1	4877
NT_169131.1	4873
NT_169133.1	4871
NT_169132.1	4871
NT_169134.1	4870
NT_169135.1	4869
NT_169137.1	4865
NT_169136.1	4865
NT_169145.1	4858
NT_169138.1	4849
NT_169140.1	4847
NT_169141.1	4847
NT_169142.1	4846
NT_169143.1	4842
NT_169144.1	4840
NT_169146.1	4828
NT_169147.1	4822
NT_169149.1	4813
NT_169150.1	4804
NT_169151.1	4802
NT_169152.1	4800
NT_169153.1	4799
NT_169154.1	4793
NT_169156.1	4790
NT_169155.1	4790
NT_169157.1	4783
NT_169158.1	4781
NT_169159.1	4778
NT_169160.1	4776
NT_169161.1	4774
NT_169162.1	4755
NT_169163.1	4751
NT_169164.1	4749
NT_169165.1	4741
NT_169166.1	4727
NT_169167.1	4726
NT_169169.1	4716
NT_169170.1	4714
NT_169171.1	4714
NT_169172.1	4708
NT_169173.1	4707
NT_169174.1	4704
NT_169175.1	4700
NT_169176.1	4698
NT_169178.1	4696
NT_169177.1	4696
NT_169179.1	4681
NT_169180.1	4675
NT_169181.1	4673
NT_169182.1	4670
NT_169183.1	4662
NT_169185.1	4650
NT_169184.1	4650
NT_169186.1	4641
NT_169187.1	4638
NT_169188.1	4629
NT_169189.1	4625
NT_169190.1	4610
NT_169191.1	4598
NT_169192.1	4594
NT_169193.1	4585
NT_169194.1	4577
NT_169195.1	4575
NT_169196.1	4573
NT_169197.1	4571
NT_169198.1	4571
NT_169199.1	4570
NT_169200.1	4560
NT_169201.1	4554
NT_169202.1	4551
NT_169203.1	4547
NT_169204.1	4540
NT_169205.1	4536
NT_169206.1	4535
NT_169207.1	4535
NT_169208.1	4531
NT_169338.1	4523
NT_169210.1	4521
NT_169211.1	4520
NT_169212.1	4519
NT_169213.1	4516
NT_169214.1	4508
NT_169215.1	4501
NT_169216.1	4497
NT_169217.1	4494
NT_169218.1	4494
NT_169219.1	4490
NT_169220.1	4484
NT_169221.1	4473
NT_169261.1	4471
NT_169222.1	4466
NT_169223.1	4465
NT_169225.1	4457
NT_169224.1	4457
NT_169226.1	4456
NT_169227.1	4455
NT_169228.1	4453
NT_169230.1	4444
NT_169229.1	4444
NT_169231.1	4439
NT_169232.1	4437
NT_169233.1	4432
NT_169234.1	4427
NT_169235.1	4425
NT_169236.1	4418
NT_169237.1	4417
NT_169238.1	4411
NT_169239.1	4399
NT_169240.1	4397
NT_169241.1	4390
NT_169242.1	4382
NT_169243.1	4374
NT_169245.1	4373
NT_169244.1	4373
NT_169246.1	4372
NT_169247.1	4360
NT_169248.1	4358
NT_169249.1	4357
NT_169250.1	4351
NT_169251.1	4348
NT_169252.1	4345
NT_169253.1	4344
NT_169254.1	4339
NT_169255.1	4338
NT_169256.1	4334
NT_169257.1	4332
NT_169258.1	4329
NT_169259.1	4328
NT_169260.1	4315
NT_169262.1	4303
NT_169263.1	4302
NT_169264.1	4301
NT_169265.1	4298
NT_169266.1	4296
NT_169267.1	4295
NT_169268.1	4292
NT_169269.1	4289
NT_169270.1	4284
NT_169271.1	4284
NT_169273.1	4281
NT_169272.1	4281
NT_169413.1	4280
NT_169274.1	4279
NT_169275.1	4279
NT_169276.1	4278
NT_169277.1	4272
NT_169278.1	4271
NT_169279.1	4268
NT_169280.1	4265
NT_169281.1	4263
NT_169283.1	4262
NT_169282.1	4262
NT_169285.1	4256
NT_169284.1	4256
NT_169286.1	4252
NT_169287.1	4249
NT_169288.1	4248
NT_169289.1	4245
NT_169290.1	4241
NT_169291.1	4240
NT_169292.1	4239
NT_169293.1	4234
NT_169294.1	4234
NT_169295.1	4228
NT_169296.1	4226
NT_169297.1	4226
NT_169298.1	4225
NT_169299.1	4224
NT_169300.1	4219
NT_169301.1	4217
NT_169302.1	4210
NT_169303.1	4205
NT_169304.1	4203
NT_169305.1	4202
NT_169306.1	4199
NT_169307.1	4198
NT_169308.1	4192
NT_169309.1	4185
NT_169310.1	4184
NT_169311.1	4184
NT_169312.1	4180
NT_169314.1	4179
NT_169313.1	4179
NT_169315.1	4177
NT_169371.1	4173
NT_169316.1	4172
NT_169317.1	4168
NT_169318.1	4165
NT_169319.1	4165
NT_169320.1	4162
NT_169321.1	4141
NT_169322.1	4138
NT_169323.1	4135
NT_169324.1	4132
NT_169325.1	4127
NT_169326.1	4119
NT_169327.1	4107
NT_169328.1	4103
NT_169329.1	4100
NT_169330.1	4099
NT_169331.1	4096
NT_169332.1	4093
NT_169333.1	4093
NT_169334.1	4088
NT_169335.1	4083
NT_169336.1	4080
NT_169337.1	4078
NT_169339.1	4073
NT_169340.1	4063
NT_169341.1	4063
NT_169343.1	4061
NT_169354.1	4058
NT_169344.1	4058
NT_169346.1	4057
NT_169345.1	4057
NT_169347.1	4054
NT_169348.1	4048
NT_169349.1	4046
NT_169350.1	4046
NT_169351.1	4044
NT_169352.1	4041
NT_169355.1	4037
NT_169353.1	4037
NT_169356.1	4034
NT_169357.1	4028
NT_169358.1	4016
NT_169359.1	4009
NT_169360.1	4009
NT_169361.1	4003
NT_169363.1	4002
NT_169362.1	4002
NT_169416.1	4000
NT_169364.1	3998
NT_169365.1	3996
NT_169366.1	3994
NT_169367.1	3994
NT_169368.1	3986
NT_169369.1	3984
NT_169370.1	3983
NT_169372.1	3979
NT_169373.1	3974
NT_169374.1	3965
NT_169375.1	3964
NT_169376.1	3964
NT_169377.1	3959
NT_169378.1	3955
NT_169379.1	3954
NT_169381.1	3950
NT_169380.1	3950
NT_169382.1	3948
NT_169383.1	3948
NT_169384.1	3943
NT_169386.1	3932
NT_169385.1	3932
NT_169387.1	3932
NT_169388.1	3925
NT_169389.1	3922
NT_169390.1	3922
NT_169391.1	3917
NT_169392.1	3915
NT_169393.1	3915
NT_169394.1	3914
NT_169395.1	3912
NT_169396.1	3907
NT_169397.1	3906
NT_169399.1	3903
NT_169398.1	3903
NT_169400.1	3902
NT_169401.1	3900
NT_169402.1	3898
NT_169403.1	3892
NT_169404.1	3886
NT_169406.1	3878
NT_169405.1	3878
NT_169407.1	3877
NT_169408.1	3866
NT_169409.1	3866
NT_169410.1	3866
NT_169411.1	3864
NT_169412.1	3856
NT_169415.1	3851
NT_169414.1	3851
NT_169417.1	3843
NT_169418.1	3831
NT_169419.1	3826
NT_169420.1	3822
NT_169421.1	3817
NT_169422.1	3813
NT_169423.1	3812
NT_169424.1	3808
NT_169425.1	3807
NT_169426.1	3804
NT_169427.1	3799
NT_169428.1	3791
NT_169429.1	3788
NT_169430.1	3788
NT_169432.1	3775
NT_169433.1	3773
NT_169434.1	3768
NT_169435.1	3767
NT_169436.1	3758
NT_169438.1	3758
NT_169437.1	3758
NT_169440.1	3754
NT_169439.1	3754
NT_169441.1	3750
NT_169443.1	3749
NT_169442.1	3749
NT_169444.1	3749
NT_169445.1	3743
NT_169446.1	3742
NT_169447.1	3740
NT_169448.1	3737
NT_169450.1	3733
NT_169449.1	3733
NT_169451.1	3727
NT_169452.1	3726
NT_169453.1	3724
NT_169730.1	3702
NT_169454.1	3702
NT_169455.1	3701
NT_169456.1	3700
NT_169457.1	3697
NT_169458.1	3696
NT_169460.1	3691
NT_169459.1	3691
NT_169461.1	3688
NT_169462.1	3687
NT_169463.1	3687
NT_169464.1	3679
NT_169466.1	3678
NT_169465.1	3678
NT_169467.1	3675
NT_169468.1	3673
NT_169469.1	3672
NT_169470.1	3668
NT_169471.1	3667
NT_169472.1	3667
NT_169473.1	3662
NT_169474.1	3661
NT_169476.1	3659
NT_169475.1	3659
NT_169477.1	3657
NT_169478.1	3656
NT_169479.1	3655
NT_169480.1	3655
NT_169481.1	3650
NT_169482.1	3648
NT_169483.1	3647
NT_169590.1	3646
NT_169516.1	3646
NT_169484.1	3644
NT_169485.1	3644
NT_169486.1	3640
NT_169487.1	3631
NT_169488.1	3629
NT_169489.1	3622
NT_169490.1	3622
NT_169491.1	3621
NT_169492.1	3617
NT_169493.1	3616
NT_169494.1	3613
NT_169495.1	3606
NT_169496.1	3602
NT_169497.1	3602
NT_169498.1	3600
NT_169499.1	3593
NT_169500.1	3593
NT_169501.1	3590
NT_169502.1	3587
NT_169503.1	3578
NT_169504.1	3576
NT_169505.1	3568
NT_169506.1	3564
NT_169507.1	3564
NT_169508.1	3564
NT_169509.1	3560
NT_169510.1	3560
NT_169511.1	3558
NT_169512.1	3555
NT_169513.1	3555
NT_169514.1	3553
NT_169515.1	3552
NT_169842.1	3549
NT_169517.1	3546
NT_169518.1	3542
NT_169519.1	3541
NT_169520.1	3538
NT_169521.1	3538
NT_169522.1	3533
NT_169523.1	3530
NT_169524.1	3528
NT_169525.1	3526
NT_169526.1	3522
NT_169527.1	3520
NT_169528.1	3518
NT_169529.1	3512
NT_169530.1	3511
NT_169531.1	3511
NT_169532.1	3508
NT_169533.1	3499
NT_169534.1	3499
NT_169535.1	3497
NT_169536.1	3490
NT_169537.1	3485
NT_169538.1	3483
NT_169539.1	3476
NT_169540.1	3475
NT_169541.1	3474
NT_169542.1	3474
NT_169543.1	3471
NT_169544.1	3471
NT_169545.1	3470
NT_169546.1	3464
NT_169547.1	3460
NT_169548.1	3458
NT_169549.1	3455
NT_169550.1	3454
NT_169551.1	3454
NT_169552.1	3454
NT_169553.1	3452
NT_169554.1	3446
NT_169627.1	3442
NT_169555.1	3442
NT_169557.1	3435
NT_169556.1	3435
NT_169558.1	3435
NT_169559.1	3430
NT_169561.1	3429
NT_169560.1	3429
NT_169563.1	3428
NT_169562.1	3428
NT_169564.1	3428
NT_169565.1	3426
NT_169566.1	3426
NT_169567.1	3424
NT_169568.1	3423
NT_169569.1	3422
NT_169570.1	3422
NT_169571.1	3416
NT_169572.1	3416
NT_169573.1	3410
NT_169574.1	3406
NT_169575.1	3402
NT_169577.1	3395
NT_169576.1	3395
NT_169578.1	3393
NT_169579.1	3391
NT_169580.1	3385
NT_169581.1	3376
NT_169582.1	3375
NT_169583.1	3374
NT_169584.1	3374
NT_169585.1	3368
NT_169587.1	3364
NT_169586.1	3364
NT_169588.1	3363
NT_169589.1	3362
NT_169591.1	3356
NT_169593.1	3356
NT_169592.1	3356
NT_169594.1	3355
NT_169595.1	3353
NT_169596.1	3348
NT_169597.1	3347
NT_169598.1	3347
NT_169599.1	3335
NT_169601.1	3331
NT_169600.1	3331
NT_169602.1	3328
NT_169603.1	3328
NT_169605.1	3325
NT_169604.1	3325
NT_169606.1	3324
NT_169607.1	3324
NT_169608.1	3323
NT_169609.1	3320
NT_169610.1	3319
NT_169611.1	3314
NT_169613.1	3313
NT_169614.1	3313
NT_169612.1	3313
NT_169615.1	3310
NT_169616.1	3307
NT_169617.1	3293
NT_169618.1	3283
NT_169619.1	3278
NT_169620.1	3275
NT_169621.1	3270
NT_169622.1	3268
NT_169623.1	3267
NT_169625.1	3265
NT_169626.1	3265
NT_169624.1	3265
NT_169628.1	3260
NT_169629.1	3260
NT_169630.1	3256
NT_169631.1	3253
NT_169658.1	3252
NT_169632.1	3251
NT_169633.1	3248
NT_169635.1	3246
NT_169634.1	3246
NT_169636.1	3244
NT_169637.1	3244
NT_169638.1	3243
NT_169639.1	3241
NT_169640.1	3235
NT_169643.1	3232
NT_169641.1	3232
NT_169642.1	3232
NT_169645.1	3223
NT_169644.1	3223
NT_169646.1	3222
NT_169647.1	3221
NT_169648.1	3220
NT_169649.1	3208
NT_169650.1	3206
NT_169651.1	3205
NT_169652.1	3203
NT_169653.1	3201
NT_169654.1	3201
NT_169655.1	3197
NT_169656.1	3190
NT_169657.1	3188
NT_169659.1	3186
NT_169660.1	3183
NT_169661.1	3181
NT_169662.1	3179
NT_169664.1	3175
NT_169663.1	3175
NT_169665.1	3171
NT_169666.1	3164
NT_169667.1	3163
NT_169669.1	3159
NT_169668.1	3159
NT_169670.1	3147
NT_169671.1	3144
NT_169672.1	3141
NT_169674.1	3139
NT_169673.1	3139
NT_169676.1	3134
NT_169675.1	3134
NT_169677.1	3134
NT_169678.1	3132
NT_169679.1	3131
NT_169680.1	3129
NT_169681.1	3128
NT_169682.1	3125
NT_169683.1	3125
NT_169684.1	3123
NT_169686.1	3118
NT_169685.1	3118
NT_169687.1	3117
NT_169688.1	3113
NT_169689.1	3112
NT_169690.1	3107
NT_169692.1	3106
NT_169691.1	3106
NT_169693.1	3105
NT_169694.1	3103
NT_169695.1	3103
NT_169698.1	3095
NT_169697.1	3095
NT_169696.1	3095
NT_169699.1	3093
NT_169701.1	3092
NT_169700.1	3092
NT_169703.1	3091
NT_169702.1	3091
NT_169704.1	3089
NT_169705.1	3089
NT_169707.1	3089
NT_169706.1	3089
NT_169708.1	3085
NT_169709.1	3085
NT_169710.1	3084
NT_169711.1	3081
NT_169712.1	3077
NT_169713.1	3077
NT_169714.1	3077
NT_169715.1	3076
NT_169716.1	3076
NT_169717.1	3069
NT_169718.1	3066
NT_169719.1	3064
NT_169720.1	3063
NT_169722.1	3062
NT_169721.1	3062
NT_169723.1	3060
NT_169725.1	3059
NT_169724.1	3059
NT_169726.1	3057
NT_169727.1	3053
NT_169728.1	3052
NT_169729.1	3049
NT_169731.1	3042
NT_169732.1	3040
NT_169733.1	3033
NT_169734.1	3032
NT_169735.1	3032
NT_169736.1	3030
NT_169737.1	3027
NT_169738.1	3026
NT_169739.1	3023
NT_169740.1	3020
NT_169741.1	3019
NT_169742.1	3015
NT_169743.1	3015
NT_169744.1	3013
NT_169745.1	3011
NT_169746.1	3005
NT_169747.1	3004
NT_169748.1	3004
NT_169804.1	2999
NT_169749.1	2998
NT_169750.1	2996
NT_169751.1	2994
NT_169753.1	2993
NT_169752.1	2993
NT_169754.1	2989
NT_169755.1	2986
NT_169756.1	2984
NT_169757.1	2981
NT_169758.1	2981
NT_169760.1	2979
NT_169759.1	2979
NT_169761.1	2977
NT_169762.1	2976
NT_169763.1	2974
NT_169764.1	2972
NT_169765.1	2971
NT_169766.1	2971
NT_169767.1	2958
NT_169768.1	2948
NT_169769.1	2947
NT_169770.1	2946
NT_169771.1	2940
NT_169774.1	2938
NT_169773.1	2938
NT_169772.1	2938
NT_169775.1	2935
NT_169776.1	2933
NT_169777.1	2930
NT_169778.1	2930
NT_169779.1	2926
NT_169781.1	2925
NT_169780.1	2925
NT_169782.1	2924
NT_169783.1	2918
NT_169784.1	2916
NT_169785.1	2914
NT_169786.1	2912
NT_169788.1	2911
NT_169787.1	2911
NT_169789.1	2906
NT_169790.1	2904
NT_169791.1	2903
NT_169792.1	2901
NT_169793.1	2899
NT_169794.1	2898
NT_169795.1	2896
NT_169797.1	2893
NT_169796.1	2893
NT_169800.1	2892
NT_169798.1	2892
NT_169799.1	2892
NT_169801.1	2890
NT_169802.1	2888
NT_169803.1	2887
NT_169806.1	2879
NT_169805.1	2879
NT_169807.1	2877
NT_169808.1	2877
NT_169810.1	2875
NT_169809.1	2875
NT_169812.1	2873
NT_169811.1	2873
NT_169814.1	2867
NT_169813.1	2867
NT_169815.1	2862
NT_169816.1	2856
NT_169817.1	2854
NT_169818.1	2852
NT_169819.1	2851
NT_169821.1	2850
NT_169820.1	2850
NT_169822.1	2848
NT_169823.1	2843
NT_169824.1	2842
NT_169826.1	2836
NT_169825.1	2836
NT_169829.1	2832
NT_169828.1	2832
NT_169827.1	2832
NT_169830.1	2827
NT_169831.1	2826
NT_169833.1	2825
NT_169832.1	2825
NT_169835.1	2824
NT_169834.1	2824
NT_169836.1	2822
NT_169837.1	2816
NT_169838.1	2814
NT_169839.1	2808
NT_169840.1	2807
NT_169841.1	2806
NT_169843.1	2806
NT_169844.1	2801
NT_169846.1	2799
NT_169845.1	2799
NT_169847.1	2795
NT_169848.1	2795
NT_169849.1	2794
NT_169850.1	2791
NT_169851.1	2790
NT_169852.1	2786
NT_169853.1	2784
NT_169854.1	2782
NT_169855.1	2780
NT_169856.1	2779
NT_169857.1	2776
NT_169858.1	2767
NT_169859.1	2767
NT_169860.1	2767
NT_169861.1	2762
NT_169862.1	2761
NT_169863.1	2757
NT_169864.1	2757
NT_169865.1	2756
NT_169866.1	2750
NT_169867.1	2745
NT_169868.1	2742
NT_169869.1	2741
NT_169870.1	2740
NT_169871.1	2737
NT_169872.1	2736
NT_169873.1	2735
NT_169874.1	2734
NT_169875.1	2733
NT_169876.1	2732
NT_169877.1	2730
NT_169878.1	2730
NT_169879.1	2725
NT_169880.1	2724
NT_169882.1	2718
NT_169881.1	2718
NT_169883.1	2718
NT_169884.1	2710
NT_169885.1	2707
NT_169886.1	2707
NT_169888.1	2705
NT_169887.1	2705
NT_169889.1	2697
NT_169890.1	2693
NT_169891.1	2693
NT_169892.1	2690
NT_169893.1	2689
NT_169894.1	2685
NT_169895.1	2685
NT_169896.1	2675
NT_169899.1	2674
NT_169898.1	2674
NT_169897.1	2674
NT_169900.1	2673
NT_169901.1	2672
NT_169902.1	2662
NT_169903.1	2657
NT_169904.1	2654
NT_169906.1	2653
NT_169905.1	2653
NT_169907.1	2652
NT_169908.1	2651
NT_169909.1	2651
NT_169910.1	2651
NT_169911.1	2649
NT_169912.1	2646
NT_169913.1	2646
NT_169914.1	2645
NT_169915.1	2642
NT_169916.1	2638
NT_169917.1	2637
NT_169919.1	2636
NT_169918.1	2636
NT_169920.1	2633
NT_169921.1	2632
NT_169922.1	2631
NT_169924.1	2623
NT_169923.1	2623
NT_169925.1	2616
NT_169926.1	2615
NT_169927.1	2611
NT_169929.1	2605
NT_169928.1	2605
NT_169930.1	2604
NT_169931.1	2604
NT_169932.1	2603
NT_169933.1	2601
NT_169935.1	2600
NT_169934.1	2600
NT_169936.1	2597
NT_169937.1	2591
NT_169938.1	2590
NT_169939.1	2588
NT_169940.1	2584
NT_169941.1	2579
NT_169942.1	2577
NT_169943.1	2577
NT_169944.1	2576
NT_169946.1	2574
NT_169945.1	2574
NT_169947.1	2572
NT_169948.1	2567
NT_169949.1	2564
NT_169951.1	2562
NT_169950.1	2562
NT_169952.1	2558
NT_169953.1	2555
NT_169954.1	2553
NT_169955.1	2551
NT_169956.1	2550
NT_169958.1	2546
NT_169957.1	2546
NT_169959.1	2545
NT_169960.1	2543
NT_169961.1	2540
NT_169962.1	2540
NT_169963.1	2536
NT_169964.1	2534
NT_169965.1	2528
NT_169966.1	2525
NT_169968.1	2522
NT_169967.1	2522
NT_169970.1	2519
NT_169969.1	2519
NT_169971.1	2518
NT_169972.1	2515
NT_169973.1	2515
NT_169974.1	2514
NT_169975.1	2513
NT_169976.1	2513
NT_169979.1	2511
NT_169978.1	2511
NT_169977.1	2511
NT_169980.1	2510
NT_169981.1	2509
NT_169982.1	2507
NT_169983.1	2507
NT_169985.1	2503
NT_169984.1	2503
NT_169987.1	2497
NT_169986.1	2497
NT_169988.1	2496
NT_169989.1	2493
NT_169990.1	2492
NT_169991.1	2490
NT_169992.1	2489
NT_169994.1	2488
NT_169993.1	2488
NT_169996.1	2487
NT_169995.1	2487
NT_169999.1	2486
NT_169998.1	2486
NT_169997.1	2486
NT_170002.1	2484
NT_170001.1	2484
NT_170000.1	2484
NT_170003.1	2482
NT_170004.1	2480
NT_170006.1	2479
NT_170005.1	2479
NT_170008.1	2478
NT_170007.1	2478
NT_170010.1	2477
NT_170012.1	2477
NT_170009.1	2477
NT_170011.1	2477
NT_170013.1	2474
NT_170014.1	2470
NT_170016.1	2470
NT_170015.1	2470
NT_170017.1	2469
NT_170018.1	2466
NT_170019.1	2465
NT_170020.1	2465
NT_170021.1	2461
NT_170022.1	2459
NT_170023.1	2458
NT_170024.1	2456
NT_170025.1	2456
NT_170026.1	2454
NT_170027.1	2449
NT_170028.1	2448
NT_170030.1	2446
NT_170029.1	2446
NT_170031.1	2442
NT_170032.1	2440
NT_170034.1	2440
NT_170033.1	2440
NT_170036.1	2439
NT_170037.1	2439
NT_170038.1	2439
NT_170035.1	2439
NT_170039.1	2434
NT_170041.1	2432
NT_170040.1	2432
NT_170042.1	2431
NT_170043.1	2427
NT_170044.1	2427
NT_170045.1	2426
NT_170046.1	2426
NT_170047.1	2425
NT_170048.1	2424
NT_170049.1	2424
NT_170050.1	2424
NT_170051.1	2423
NT_170052.1	2421
NT_170053.1	2420
NT_170054.1	2419
NT_170055.1	2417
NT_170056.1	2416
NT_170057.1	2416
NT_170058.1	2415
NT_170059.1	2415
NT_170060.1	2413
NT_170061.1	2405
NT_170062.1	2405
NT_170063.1	2401
NT_170064.1	2401
NT_170065.1	2397
NT_170066.1	2396
NT_170067.1	2395
NT_170068.1	2395
NT_170069.1	2394
NT_170070.1	2393
NT_170073.1	2389
NT_170072.1	2389
NT_170071.1	2389
NT_170080.1	2388
NT_170081.1	2388
NT_170077.1	2388
NT_170075.1	2388
NT_170074.1	2388
NT_170082.1	2388
NT_170078.1	2388
NT_170083.1	2388
NT_170079.1	2388
NT_170076.1	2388
NT_170084.1	2386
NT_170085.1	2386
NT_170086.1	2385
NT_170087.1	2384
NT_170088.1	2383
NT_170089.1	2383
NT_170090.1	2380
NT_170091.1	2379
NT_170092.1	2379
NT_170095.1	2374
NT_170094.1	2374
NT_170093.1	2374
NT_170096.1	2373
NT_170097.1	2370
NT_170099.1	2369
NT_170098.1	2369
NT_170100.1	2369
NT_170101.1	2368
NT_170102.1	2365
NT_170103.1	2364
NT_170104.1	2363
NT_170105.1	2361
NT_170108.1	2359
NT_170107.1	2359
NT_170109.1	2359
NT_170106.1	2359
NT_170110.1	2356
NT_170111.1	2355
NT_170112.1	2354
NT_170113.1	2354
NT_170114.1	2354
NT_170115.1	2352
NT_170116.1	2348
NT_170117.1	2348
NT_170118.1	2346
NT_170119.1	2343
NT_170120.1	2340
NT_170121.1	2339
NT_170123.1	2337
NT_170122.1	2337
NT_170125.1	2334
NT_170124.1	2334
NT_170126.1	2334
NT_170127.1	2332
NT_170128.1	2329
NT_170129.1	2328
NT_170130.1	2328
